id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,bairro,crawled_at
2533682314,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-170m2-venda-RS2200000-id-2533682314/,"Apartamento com 3 Quartos à Venda, 170m²","Rua Pensilvânia - Brooklin, São Paulo - SP",170,3 Quartos,4 Banheiros,3 Vagas,"Garagem
Ar-condicionado
Jardim
Espaço verde / Parque
Salão de festas
...",R$ 2.200.000,R$ 2.200,Brooklin,2021-10-10 13:58
2533139812,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-115m2-venda-RS750000-id-2533139812/,"Apartamento com 3 Quartos à Venda, 115m²","Rua Barão do Triunfo, 663 - Brooklin, São Paulo - SP",115,3 Quartos,1 Banheiro,2 Vagas,"Piscina
Academia
Playground
Piscina infantil
Salão de festas
...",R$ 750.000,R$ 1.620,Brooklin,2021-10-10 13:58
2536630739,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-109m2-venda-RS1170000-id-2536630739/,"Apartamento com 2 Quartos à Venda, 109m²","Rua Nebraska - Brooklin, São Paulo - SP",109,2 Quartos,4 Banheiros,3 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",R$ 1.170.000,R$ 1.760,Brooklin,2021-10-10 13:58
https://www.vivareal.com.br/imoveis-lancamento/metrocasa-congonhas-2528364182,https://www.vivareal.com.br/imoveis-lancamento/metrocasa-congonhas-2528364182/,METROCASA CONGONHAS,"Rua Alsácia, 280 - Jardim Aeroporto, São Paulo - SP",15-77,1 Quarto,1 Banheiro,-- Vaga,,R$ 179.000,,Brooklin,2021-10-10 13:58
2534370922,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-75m2-venda-RS1000000-id-2534370922/,"Apartamento com 2 Quartos à Venda, 75m²","Rua Doutor Paschoal Imperatriz - Brooklin, São Paulo - SP",75,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...",R$ 1.000.000,R$ 900,Brooklin,2021-10-10 13:58
2517671109,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-210m2-venda-RS3600000-id-2517671109/,"Apartamento com 3 Quartos à Venda, 210m²","Rua Flórida, 1901 - Brooklin, São Paulo - SP",210,3 Quartos,4 Banheiros,3 Vagas,"Mobiliado
Condomínio fechado
Varanda
Espaço gourmet
Quadra de tênis
...",R$ 3.600.000,R$ 2.610,Brooklin,2021-10-10 13:58
2529726695,https://www.vivareal.com.br/imovel/apartamento-4-quartos-brooklin-zona-sul-sao-paulo-com-garagem-170m2-venda-RS2970000-id-2529726695/,Apartamento com 4 Quartos para Venda/Aluguel 170m²,"Brooklin, São Paulo - SP",170,4 Quartos,4 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Varanda
Quintal
...","R$ 16.200 /mês
R$ 2.970.000",R$ 2.104,Brooklin,2021-10-10 13:58
2524818645,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-147m2-venda-RS1850000-id-2524818645/,"Apartamento com 3 Quartos à Venda, 147m²","Brooklin, São Paulo - SP",147,3 Quartos,5 Banheiros,3 Vagas,"Piscina
Área de serviço
Playground
Salão de festas
Sala de jantar
...",R$ 1.850.000,R$ 1.573,Brooklin,2021-10-10 13:58
2509878694,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-63m2-venda-RS1240000-id-2509878694/,"Apartamento com Quarto à Venda, 63m²","Rua Nova York, 245 - Brooklin, São Paulo - SP",63,1 Quarto,2 Banheiros,1 Vaga,"Piscina
Elevador
Condomínio fechado
Varanda
Espaço gourmet
...",R$ 1.240.000,R$ 865,Brooklin,2021-10-10 13:58
2533844680,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-157m2-venda-RS1550000-id-2533844680/,Apartamento com 3 Quartos para Venda/Aluguel 157m²,"Rua Indiana, 95 - Brooklin, São Paulo - SP",157,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Elevador
Varanda
Ar-condicionado
Área de serviço
...","R$ 3.500 /mês
R$ 1.550.000",R$ 1.510,Brooklin,2021-10-10 13:58
https://www.vivareal.com.br/imoveis-lancamento/metrocasa-congonhas-2510575674,https://www.vivareal.com.br/imoveis-lancamento/metrocasa-congonhas-2510575674/,Metrocasa Congonhas,"Rua Alsácia, 280 - Jardim Aeroporto, São Paulo - SP",15-79,1 Quarto,1 Banheiro,-- Vaga,,"A partir de
R$ 202.800",,Brooklin,2021-10-10 13:58
2508426382,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-35m2-venda-RS520000-id-2508426382/,"Apartamento com Quarto à Venda, 35m²","Rua Michigan - Brooklin, São Paulo - SP",35,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",R$ 520.000,R$ 470,Brooklin,2021-10-10 13:58
2524747687,https://www.vivareal.com.br/imovel/apartamento-4-quartos-brooklin-zona-sul-sao-paulo-com-garagem-157m2-venda-RS1738146-id-2524747687/,"Apartamento com 4 Quartos à Venda, 157m²","Rua Joaquim Guarani, 271 - Brooklin, São Paulo - SP",157,4 Quartos,4 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 1.738.146,R$ 400,Brooklin,2021-10-10 13:58
2520496408,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-51m2-venda-RS630000-id-2520496408/,"Apartamento com Quarto à Venda, 51m²","Rua Jaceru, 346 - Brooklin, São Paulo - SP",51,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Condomínio fechado
Academia
Aceita animais
...",R$ 630.000,R$ 580,Brooklin,2021-10-10 13:58
2532521918,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-41m2-venda-RS745000-id-2532521918/,"Apartamento com Quarto à Venda, 41m²","Brooklin, São Paulo - SP",41,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...",R$ 745.000,R$ 500,Brooklin,2021-10-10 13:58
2532585789,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-24m2-venda-RS279000-id-2532585789/,"Apartamento com Quarto à Venda, 24m²","Avenida Doutor Chucri Zaidan, 111 - Brooklin, São Paulo - SP",24,1 Quarto,1 Banheiro,-- Vaga,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",R$ 279.000,,Brooklin,2021-10-10 13:58
2533406841,https://www.vivareal.com.br/imovel/apartamento-4-quartos-brooklin-zona-sul-sao-paulo-com-garagem-170m2-venda-RS1800000-id-2533406841/,"Apartamento com 4 Quartos à Venda, 170m²","Rua Princesa Isabel - Brooklin, São Paulo - SP",170,4 Quartos,3 Banheiros,2 Vagas,"Cozinha
Interfone
Ar-condicionado
Área de serviço",R$ 1.800.000,R$ 2.000,Brooklin,2021-10-10 13:58
https://www.vivareal.com.br/imoveis-lancamento/estilo-chacara-santo-antonio-2490356994,https://www.vivareal.com.br/imoveis-lancamento/estilo-chacara-santo-antonio-2490356994/,Estilo Chácara Santo Antônio,"Rua do Estilo Barroco, 422 - Santo Amaro, São Paulo - SP",26-120,1-3 Quartos,1-2 Banheiros,1-2 Vagas,,Sob Consulta,,Brooklin,2021-10-10 13:58
2518803786,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-230m2-venda-RS3100000-id-2518803786/,"Apartamento com 3 Quartos à Venda, 230m²","Rua Flórida - Brooklin, São Paulo - SP",230,3 Quartos,5 Banheiros,3 Vagas,"Piscina
Varanda
Área de serviço
Playground
Salão de festas
...",R$ 3.100.000,R$ 3.000,Brooklin,2021-10-10 13:58
2522899552,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-81m2-venda-RS623000-id-2522899552/,"Apartamento com 3 Quartos à Venda, 81m²","Rua Bacaetava, 181 - Brooklin, São Paulo - SP",81,3 Quartos,2 Banheiros,1 Vaga,"Portaria 24h
Elevador
Aceita animais",R$ 623.000,R$ 1.624,Brooklin,2021-10-10 13:58
2536310379,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-112m2-venda-RS1350000-id-2536310379/,"Apartamento com 3 Quartos à Venda, 112m²","Avenida Portugal - Brooklin, São Paulo - SP",112,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...",R$ 1.350.000,R$ 1.487,Brooklin,2021-10-10 13:58
2521331883,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-178m2-venda-RS2300000-id-2521331883/,"Apartamento com 3 Quartos à Venda, 178m²","Rua Doutor Paschoal Imperatriz, 114 - Brooklin, São Paulo - SP",178,3 Quartos,4 Banheiros,3 Vagas,"Piscina
Churrasqueira
Academia
Espaço gourmet
Playground
...",R$ 2.300.000,R$ 2.300,Brooklin,2021-10-10 13:58
2537211504,https://www.vivareal.com.br/imovel/apartamento-4-quartos-brooklin-zona-sul-sao-paulo-com-garagem-189m2-venda-RS3750000-id-2537211504/,"Apartamento com 4 Quartos à Venda, 189m²","Rua Califórnia - Brooklin, São Paulo - SP",189,4 Quartos,5 Banheiros,4 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 3.750.000,,Brooklin,2021-10-10 13:58
2517033471,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-35m2-venda-RS550000-id-2517033471/,Apartamento com Quarto para Venda/Aluguel 35m²,"Rua Michigan - Brooklin, São Paulo - SP",35,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Mobiliado
Churrasqueira
Elevador
Ar-condicionado
...","R$ 3.180 /mês
R$ 550.000",,Brooklin,2021-10-10 13:58
https://www.vivareal.com.br/imoveis-lancamento/estilo-chacara-santo-antonio-2531051320,https://www.vivareal.com.br/imoveis-lancamento/estilo-chacara-santo-antonio-2531051320/,Estilo Chacara Santo Antonio,"Rua do Estilo Barroco, 422 - Chácara Santo Antônio, São Paulo - SP",73-126,2-3 Quartos,1 Banheiro,-- Vaga,,R$ 781.651,,Brooklin,2021-10-10 13:58
2528831234,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-116m2-venda-RS1450000-id-2528831234/,"Apartamento com 3 Quartos à Venda, 116m²","Brooklin, São Paulo - SP",116,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Área de serviço
Quadra poliesportiva
Armário na cozinha
Interfone
...",R$ 1.450.000,R$ 1.600,Brooklin,2021-10-10 13:58
2526168116,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-90m2-venda-RS950000-id-2526168116/,"Apartamento com 3 Quartos à Venda, 90m²","Rua Nova York, 49 - Brooklin, São Paulo - SP",90,3 Quartos,3 Banheiros,1 Vaga,"Academia
Jardim
Área de serviço
Playground
Salão de festas
...",R$ 950.000,R$ 1.000,Brooklin,2021-10-10 13:58
2533768381,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-72m2-venda-RS1200000-id-2533768381/,"Apartamento com 2 Quartos à Venda, 72m²","Rua Pássaros e Flores, 223 - Brooklin, São Paulo - SP",72,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",R$ 1.200.000,R$ 670,Brooklin,2021-10-10 13:58
2526701713,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-107m2-venda-RS1362000-id-2526701713/,"Apartamento com 3 Quartos à Venda, 107m²","Rua Santo Arcádio, 92 - Brooklin, São Paulo - SP",107,3 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",R$ 1.362.000,R$ 1.284,Brooklin,2021-10-10 13:58
2518355093,https://www.vivareal.com.br/imovel/apartamento-4-quartos-brooklin-zona-sul-sao-paulo-com-garagem-178m2-venda-RS2450000-id-2518355093/,"Apartamento com 4 Quartos à Venda, 178m²","Rua Pensilvânia - Brooklin, São Paulo - SP",178,4 Quartos,4 Banheiros,3 Vagas,"Piscina
Churrasqueira
Varanda
Jardim
Área de serviço
...",R$ 2.450.000,R$ 1.480,Brooklin,2021-10-10 13:58
2533948154,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-75m2-venda-RS1290000-id-2533948154/,"Apartamento com Quarto à Venda, 75m²","Rua Sansão Alves dos Santos, 343 - Brooklin, São Paulo - SP",75,1 Quarto,2 Banheiros,2 Vagas,"Piscina
Mobiliado
Churrasqueira
Condomínio fechado
Academia
...",R$ 1.290.000,R$ 1.200,Brooklin,2021-10-10 13:58
2536461951,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-81m2-venda-RS570000-id-2536461951/,"Apartamento com 3 Quartos à Venda, 81m²","Rua Bacaetava, 181 - Brooklin, São Paulo - SP",81,3 Quartos,3 Banheiros,1 Vaga,,R$ 570.000,,Brooklin,2021-10-10 13:58
https://www.vivareal.com.br/imoveis-lancamento/estilo-chacara-santo-antonio-2531051320,https://www.vivareal.com.br/imoveis-lancamento/estilo-chacara-santo-antonio-2531051320/,Estilo Chacara Santo Antonio,"Rua do Estilo Barroco, 422 - Chácara Santo Antônio, São Paulo - SP",73-126,2-3 Quartos,1 Banheiro,-- Vaga,,R$ 781.651,,Brooklin,2021-10-10 13:58
2501506732,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-164m2-venda-RS2100000-id-2501506732/,"Apartamento com 3 Quartos à Venda, 164m²","Rua Nova York - Brooklin, São Paulo - SP",164,3 Quartos,5 Banheiros,3 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",R$ 2.100.000,R$ 1.580,Brooklin,2021-10-10 13:58
2507844982,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-136m2-venda-RS1250000-id-2507844982/,"Apartamento com 3 Quartos à Venda, 136m²","Rua Bento Branco de Andrade Filho, 477 - Brooklin, São Paulo - SP",136,3 Quartos,4 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 1.250.000,R$ 1.211,Brooklin,2021-10-10 13:58
2518584093,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-41m2-venda-RS490000-id-2518584093/,"Apartamento com 2 Quartos à Venda, 41m²","Rua Godói Colaço - Brooklin, São Paulo - SP",41,2 Quartos,1 Banheiro,-- Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",R$ 490.000,,Brooklin,2021-10-10 13:58
2521465476,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-102m2-venda-RS1199000-id-2521465476/,Apartamento com 2 Quartos para Venda/Aluguel 102m²,"Rua Nebraska - Brooklin, São Paulo - SP",102,2 Quartos,3 Banheiros,2 Vagas,"Piscina
Elevador
Ar-condicionado
Área de serviço
Quadra poliesportiva
...","R$ 5.950 /mês
R$ 1.199.000",R$ 1.450,Brooklin,2021-10-10 13:58
2534679798,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-84m2-venda-RS1600000-id-2534679798/,Apartamento com 2 Quartos para Venda/Aluguel 84m²,"Rua Kansas, 1700 - Brooklin, São Paulo - SP",84,2 Quartos,3 Banheiros,2 Vagas,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...","R$ 6.500 /mês
R$ 1.600.000",R$ 910,Brooklin,2021-10-10 13:58
2533621842,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-125m2-venda-RS1593300-id-2533621842/,"Apartamento com 3 Quartos à Venda, 125m²","Rua Getúlio Soares da Rocha, 113 - Brooklin, São Paulo - SP",125,3 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 1.593.300,R$ 750,Brooklin,2021-10-10 13:58
https://www.vivareal.com.br/imoveis-lancamento/habitare-condominio-clube-2535240316,https://www.vivareal.com.br/imoveis-lancamento/habitare-condominio-clube-2535240316/,HABITARE CONDOMÍNIO CLUBE,"Avenida Alda, 493 - Centro, Diadema - SP",45-46,2 Quartos,1 Banheiro,1 Vaga,,"A partir de
R$ 313.225",,Brooklin,2021-10-10 13:58
2530712452,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-64m2-venda-RS930000-id-2530712452/,"Apartamento com 2 Quartos à Venda, 64m²","Rua Soberana - Brooklin, São Paulo - SP",64,2 Quartos,2 Banheiros,2 Vagas,,R$ 930.000,R$ 900,Brooklin,2021-10-10 13:58
2535648586,https://www.vivareal.com.br/imovel/apartamento-4-quartos-brooklin-zona-sul-sao-paulo-com-garagem-167m2-venda-RS2338000-id-2535648586/,"Apartamento com 4 Quartos à Venda, 167m²","Rua Ministro Luiz Gallotti, 134 - Brooklin, São Paulo - SP",167,4 Quartos,4 Banheiros,2 Vagas,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...",R$ 2.338.000,,Brooklin,2021-10-10 13:58
2534313582,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-180m2-venda-RS1463300-id-2534313582/,"Apartamento com 3 Quartos à Venda, 180m²","Rua Santo Arcádio, 92 - Brooklin, São Paulo - SP",180,3 Quartos,5 Banheiros,3 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 1.463.300,R$ 1.260,Brooklin,2021-10-10 13:58
2530966811,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-80m2-venda-RS890000-id-2530966811/,"Apartamento com 3 Quartos à Venda, 80m²","Rua Barão do Triunfo, 331 - Brooklin, São Paulo - SP",80,3 Quartos,2 Banheiros,2 Vagas,Condomínio fechado,R$ 890.000,R$ 1.100,Brooklin,2021-10-10 13:58
2535618307,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-25m2-venda-RS264000-id-2535618307/,"Apartamento com Quarto à Venda, 25m²","Rua Godói Colaço, 575 - Brooklin, São Paulo - SP",25,1 Quarto,1 Banheiro,-- Vaga,"Piscina
Churrasqueira
Elevador
Academia
Aceita animais
...",R$ 264.000,,Brooklin,2021-10-10 13:58
2505785883,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-124m2-venda-RS1500000-id-2505785883/,"Apartamento com 3 Quartos à Venda, 124m²","Rua Princesa Isabel, 17 - Brooklin, São Paulo - SP",124,3 Quartos,4 Banheiros,3 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 1.500.000,R$ 1.400,Brooklin,2021-10-10 13:58
https://www.vivareal.com.br/imoveis-lancamento/casa-jardim-campo-belo-2528063728,https://www.vivareal.com.br/imoveis-lancamento/casa-jardim-campo-belo-2528063728/,Casa Jardim Campo Belo,"Rua Professor Henrique Neves Lefevre, 483-341 - Jardim Petrópolis, São Paulo - SP",604,3 Quartos,4 Banheiros,4 Vagas,,R$ 4.660.469,,Brooklin,2021-10-10 13:58
2534572190,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-117m2-venda-RS1600000-id-2534572190/,"Apartamento com 3 Quartos à Venda, 117m²","Rua Michigan - Brooklin, São Paulo - SP",117,3 Quartos,3 Banheiros,4 Vagas,"Mobiliado
Churrasqueira
Elevador
Varanda
Ar-condicionado
...",R$ 1.600.000,R$ 1.800,Brooklin,2021-10-10 13:58
2531051583,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-162m2-venda-RS1590000-id-2531051583/,"Apartamento com 3 Quartos à Venda, 162m²","Brooklin, São Paulo - SP",162,3 Quartos,3 Banheiros,2 Vagas,"Varanda
Área de serviço
Armário na cozinha
Interfone
TV a cabo
...",R$ 1.590.000,R$ 1.521,Brooklin,2021-10-10 13:58
2535615487,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-197m2-venda-RS3400000-id-2535615487/,"Apartamento com 3 Quartos à Venda, 197m²","Rua Nova York, 161 - Brooklin, São Paulo - SP",197,3 Quartos,4 Banheiros,3 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 3.400.000,R$ 1.980,Brooklin,2021-10-10 13:58
2518757274,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-109m2-venda-RS999000-id-2518757274/,"Apartamento com 3 Quartos à Venda, 109m²","Rua Nebraska, 25 - Brooklin, São Paulo - SP",109,3 Quartos,3 Banheiros,1 Vaga,"Varanda
Academia
Jardim
Área de serviço
Playground
...",R$ 999.000,R$ 1.079,Brooklin,2021-10-10 13:58
2531027705,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-64m2-venda-RS946000-id-2531027705/,"Apartamento com 2 Quartos à Venda, 64m²","Rua Joaquim Nabuco - Brooklin, São Paulo - SP",64,2 Quartos,2 Banheiros,2 Vagas,,R$ 946.000,,Brooklin,2021-10-10 13:58
2525430977,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-48m2-venda-RS750000-id-2525430977/,Apartamento com Quarto para Venda/Aluguel 48m²,"Rua Doutor Paschoal Imperatriz, 105 - Brooklin, São Paulo - SP",48,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Varanda
Garagem
Salão de festas
...","R$ 3.600 /mês
R$ 750.000",R$ 550,Brooklin,2021-10-10 13:58
https://www.vivareal.com.br/imoveis-lancamento/isla-by-cyrela-2513818935,https://www.vivareal.com.br/imoveis-lancamento/isla-by-cyrela-2513818935/,Isla By Cyrela,"Rua Bento Branco de Andrade Filho, 477 - Jardim Dom Bosco, São Paulo - SP",113-267,3-4 Quartos,1-5 Banheiros,2-3 Vagas,,R$ 1.044.589,,Brooklin,2021-10-10 13:58
2513078189,https://www.vivareal.com.br/imovel/apartamento-6-quartos-brooklin-zona-sul-sao-paulo-com-garagem-174m2-venda-RS830000-id-2513078189/,"Apartamento com 6 Quartos à Venda, 174m²","Rua Joaquim Nabuco, 1503 - Brooklin, São Paulo - SP",174,6 Quartos,3 Banheiros,2 Vagas,"Jardim
Aceita animais",R$ 830.000,,Brooklin,2021-10-10 13:58
2514043923,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-110m2-venda-RS1253000-id-2514043923/,"Apartamento com 3 Quartos à Venda, 110m²","Rua Joaquim Guarani - Brooklin, São Paulo - SP",110,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",R$ 1.253.000,R$ 800,Brooklin,2021-10-10 13:59
2501583189,https://www.vivareal.com.br/imovel/apartamento-4-quartos-brooklin-zona-sul-sao-paulo-com-garagem-300m2-venda-RS4100000-id-2501583189/,"Apartamento com 4 Quartos à Venda, 300m²","Rua Arizona, 1067 - Brooklin, São Paulo - SP",300,4 Quartos,6 Banheiros,5 Vagas,"Piscina
Varanda
Academia
Ar-condicionado
Salão de festas
...",R$ 4.100.000,R$ 2.800,Brooklin,2021-10-10 13:59
2518865344,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-165m2-venda-RS2300000-id-2518865344/,"Apartamento com 3 Quartos à Venda, 165m²","Rua Professor José Leite e Oiticica - Brooklin, São Paulo - SP",165,3 Quartos,3 Banheiros,3 Vagas,"Piscina
Churrasqueira
Academia
Ar-condicionado
Área de serviço
...",R$ 2.300.000,R$ 2.100,Brooklin,2021-10-10 13:59
2510488974,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-152m2-venda-RS1650000-id-2510488974/,"Apartamento com 3 Quartos à Venda, 152m²","Rua Indiana - Brooklin, São Paulo - SP",152,3 Quartos,3 Banheiros,3 Vagas,"Piscina
Mobiliado
Churrasqueira
Academia
Área de serviço
...",R$ 1.650.000,R$ 1.912,Brooklin,2021-10-10 13:59
2496190898,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-131m2-venda-RS778000-id-2496190898/,"Apartamento com 3 Quartos à Venda, 131m²","Rua Getúlio Soares da Rocha - Brooklin, São Paulo - SP",131,3 Quartos,4 Banheiros,2 Vagas,,R$ 778.000,R$ 2.230,Brooklin,2021-10-10 13:59
https://www.vivareal.com.br/imoveis-lancamento/residencial-safira-2519475917,https://www.vivareal.com.br/imoveis-lancamento/residencial-safira-2519475917/,RESIDENCIAL SAFIRA,"Rua Safira, 73 - Centro, Diadema - SP",37,2 Quartos,1 Banheiro,1 Vaga,,R$ 235.000,,Brooklin,2021-10-10 13:59
2529672179,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-102m2-venda-RS1450000-id-2529672179/,"Apartamento com 2 Quartos à Venda, 102m²","Rua Francisco Dias Velho - Brooklin, São Paulo - SP",102,2 Quartos,4 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",R$ 1.450.000,R$ 1.200,Brooklin,2021-10-10 13:59
2536881997,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-76m2-venda-RS933000-id-2536881997/,"Apartamento com 2 Quartos à Venda, 76m²","Rua Nova York, 609 - Brooklin, São Paulo - SP",76,2 Quartos,3 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",R$ 933.000,R$ 1.027,Brooklin,2021-10-10 13:59
2536982102,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-51m2-venda-RS480000-id-2536982102/,"Apartamento com Quarto à Venda, 51m²","Rua Nebraska, 60 - Brooklin, São Paulo - SP",51,1 Quarto,1 Banheiro,1 Vaga,"Lavanderia
Salão de festas
Jardim",R$ 480.000,R$ 680,Brooklin,2021-10-10 13:59
2525424207,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-39m2-venda-RS635000-id-2525424207/,"Apartamento com Quarto à Venda, 39m²","Brooklin, São Paulo - SP",39,1 Quarto,1 Banheiro,1 Vaga,"Academia
Salão de jogos
Salão de festas
Ar-condicionado
Área de serviço",R$ 635.000,R$ 550,Brooklin,2021-10-10 13:59
