id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,bairro,crawled_at
2534360754,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-60m2-venda-RS885000-id-2534360754/,"Apartamento com 2 Quartos à Venda, 60m²","Rua Ribeiro do Vale, 357 - Brooklin, São Paulo - SP",60,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",R$ 885.000,R$ 725,Brooklin,2021-10-10 13:55
2532846102,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-197m2-venda-RS3500000-id-2532846102/,"Apartamento com 3 Quartos à Venda, 197m²","Rua Nova York - Brooklin, São Paulo - SP",197,3 Quartos,6 Banheiros,3 Vagas,"Piscina
Armário na cozinha
Ar-condicionado
Sauna",R$ 3.500.000,R$ 2.190,Brooklin,2021-10-10 13:55
https://www.vivareal.com.br/imoveis-lancamento/neoconx-santa-catarina-2526987344,https://www.vivareal.com.br/imoveis-lancamento/neoconx-santa-catarina-2526987344/,NeoConx Santa Catarina,"Rua Cidade de Bagdá, 961 - Vila Mira, São Paulo - SP",34,1-2 Quartos,1 Banheiro,-- Vaga,,R$ 178.000,,Brooklin,2021-10-10 13:55
2519042135,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-30m2-venda-RS210000-id-2519042135/,"Apartamento com Quarto à Venda, 30m²","Rua Indiana, 1165 - Brooklin, São Paulo - SP",30,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Mobiliado
Elevador
Condomínio fechado
Varanda
...",R$ 210.000,R$ 1.373,Brooklin,2021-10-10 13:55
2530729054,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-123m2-venda-RS1589000-id-2530729054/,"Apartamento com 3 Quartos à Venda, 123m²","Rua Bacaetava, 264 - Brooklin, São Paulo - SP",123,3 Quartos,5 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Academia
Garagem
...",R$ 1.589.000,R$ 1.060,Brooklin,2021-10-10 13:55
2509604375,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-54m2-venda-RS624220-id-2509604375/,"Apartamento com 2 Quartos à Venda, 54m²","Rua Princesa Isabel - Brooklin, São Paulo - SP",54,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Aceita animais
...",R$ 624.220,,Brooklin,2021-10-10 13:55
2535283232,https://www.vivareal.com.br/imovel/apartamento-4-quartos-brooklin-zona-sul-sao-paulo-com-garagem-290m2-venda-RS3150000-id-2535283232/,Apartamento com 4 Quartos para Venda/Aluguel 290m²,"Rua Flórida - Brooklin, São Paulo - SP",290,4 Quartos,5 Banheiros,3 Vagas,"Piscina
Churrasqueira
Varanda
Área de serviço
Quadra poliesportiva
...","R$ 17.000 /mês
R$ 3.150.000",R$ 3.200,Brooklin,2021-10-10 13:55
2532635686,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-70m2-venda-RS759000-id-2532635686/,"Apartamento com 2 Quartos à Venda, 70m²","Brooklin, São Paulo - SP",70,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Elevador
Academia
Espaço gourmet
...",R$ 759.000,,Brooklin,2021-10-10 13:55
2526092812,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-103m2-venda-RS1250000-id-2526092812/,"Apartamento com 3 Quartos à Venda, 103m²","Rua Getúlio Soares da Rocha - Brooklin, São Paulo - SP",103,3 Quartos,3 Banheiros,2 Vagas,"Churrasqueira
Piscina
Playground
Salão de jogos
Salão de festas",R$ 1.250.000,,Brooklin,2021-10-10 13:55
https://www.vivareal.com.br/imoveis-lancamento/verdana-suites-2518690488,https://www.vivareal.com.br/imoveis-lancamento/verdana-suites-2518690488/,Verdana Suites,"Rua Ossian Terceiro Teles, 205 - Jardim Prudência, São Paulo - SP",28,1 Quarto,1 Banheiro,-- Vaga,,Sob Consulta,,Brooklin,2021-10-10 13:55
2500431901,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-57m2-venda-RS617448-id-2500431901/,"Apartamento com Quarto à Venda, 57m²","Avenida Vereador José Diniz, 599 - Brooklin, São Paulo - SP",57,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...",R$ 617.448,R$ 570,Brooklin,2021-10-10 13:55
2525128980,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-75m2-venda-RS788000-id-2525128980/,"Apartamento com 2 Quartos à Venda, 75m²","Rua Andréa Paulinetti, 242 - Brooklin, São Paulo - SP",75,2 Quartos,3 Banheiros,1 Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 788.000,R$ 600,Brooklin,2021-10-10 13:55
2527970781,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-124m2-venda-RS1590000-id-2527970781/,"Apartamento com 3 Quartos à Venda, 124m²","Rua Bacaetava, 264 - Brooklin, São Paulo - SP",124,3 Quartos,4 Banheiros,3 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 1.590.000,R$ 1.200,Brooklin,2021-10-10 13:55
2535283042,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-95m2-venda-RS920000-id-2535283042/,"Apartamento com 3 Quartos à Venda, 95m²","Brooklin, São Paulo - SP",95,3 Quartos,3 Banheiros,1 Vaga,"Varanda
Área de serviço
Cozinha
Interfone
Lavanderia
...",R$ 920.000,R$ 1.266,Brooklin,2021-10-10 13:55
2512547799,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-40m2-venda-RS490000-id-2512547799/,"Apartamento com Quarto à Venda, 40m²","Rua Ribeiro do Vale, 152 - Brooklin, São Paulo - SP",40,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Mobiliado
Elevador
Condomínio fechado
Varanda
...",R$ 490.000,R$ 1.837,Brooklin,2021-10-10 13:55
2530653719,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-110m2-venda-RS1650801-id-2530653719/,"Apartamento com 3 Quartos à Venda, 110m²","Rua Sansão Alves dos Santos - Brooklin, São Paulo - SP",110,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Churrasqueira
Academia
Área de serviço
Playground
...",R$ 1.650.801,R$ 1.590,Brooklin,2021-10-10 13:55
https://www.vivareal.com.br/imoveis-lancamento/verdana-jardim-prudencia-2518687759,https://www.vivareal.com.br/imoveis-lancamento/verdana-jardim-prudencia-2518687759/,Verdana Jardim Prudência,"Rua Ossian Terceiro Teles, 205 - Jardim Prudência, São Paulo - SP",75-156,2-3 Quartos,2-4 Banheiros,-- Vaga,,Sob Consulta,,Brooklin,2021-10-10 13:55
2522914827,https://www.vivareal.com.br/imovel/apartamento-4-quartos-brooklin-zona-sul-sao-paulo-com-garagem-218m2-venda-RS2850000-id-2522914827/,"Apartamento com 4 Quartos à Venda, 218m²","Brooklin, São Paulo - SP",218,4 Quartos,5 Banheiros,4 Vagas,Ar-condicionado,R$ 2.850.000,R$ 2.600,Brooklin,2021-10-10 13:55
2533225674,https://www.vivareal.com.br/imovel/apartamento-4-quartos-brooklin-zona-sul-sao-paulo-com-garagem-172m2-venda-RS2120000-id-2533225674/,"Apartamento com 4 Quartos à Venda, 172m²","Rua Flórida, 100 - Brooklin, São Paulo - SP",172,4 Quartos,4 Banheiros,3 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",R$ 2.120.000,R$ 1.900,Brooklin,2021-10-10 13:55
2534531975,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-65m2-venda-RS810000-id-2534531975/,"Apartamento com 2 Quartos à Venda, 65m²","Rua Getúlio Soares da Rocha, 135 - Brooklin, São Paulo - SP",65,2 Quartos,2 Banheiros,1 Vaga,,R$ 810.000,R$ 1,Brooklin,2021-10-10 13:55
2534396543,https://www.vivareal.com.br/imovel/apartamento-4-quartos-brooklin-zona-sul-sao-paulo-com-garagem-230m2-venda-RS4000000-id-2534396543/,Apartamento com 4 Quartos à Venda/Aluguel 230m²,"Rua Flórida, 1901 - Brooklin, São Paulo - SP",230,4 Quartos,6 Banheiros,3 Vagas,"Piscina
Elevador
Academia
Espaço gourmet
Jardim
...","R$ 20.000 /mês
R$ 4.000.000",R$ 3.000,Brooklin,2021-10-10 13:55
2531165326,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-158m2-venda-RS2880000-id-2531165326/,"Apartamento com 3 Quartos à Venda, 158m²","Rua Michigan - Brooklin, São Paulo - SP",158,3 Quartos,5 Banheiros,3 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",R$ 2.880.000,R$ 1.000,Brooklin,2021-10-10 13:55
2525704798,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-90m2-venda-RS900000-id-2525704798/,"Apartamento com 3 Quartos à Venda, 90m²","Rua Nova York, 499 - Brooklin, São Paulo - SP",90,3 Quartos,3 Banheiros,1 Vaga,"Elevador
Condomínio fechado
Aceita animais
Playground
Salão de festas
...",R$ 900.000,R$ 1.000,Brooklin,2021-10-10 13:55
https://www.vivareal.com.br/imoveis-lancamento/fitcasa-rio-bonito-2527405776,https://www.vivareal.com.br/imoveis-lancamento/fitcasa-rio-bonito-2527405776/,FitCasa Rio Bonito,"Avenida do Rio Bonito, 41 - Guarapiranga, São Paulo - SP",27-53,1-3 Quartos,1-2 Banheiros,-- Vaga,,R$ 433.000,,Brooklin,2021-10-10 13:55
2536436205,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-65m2-venda-RS730000-id-2536436205/,"Apartamento com 2 Quartos à Venda, 65m²","Brooklin, São Paulo - SP",65,2 Quartos,2 Banheiros,1 Vaga,,R$ 730.000,R$ 900,Brooklin,2021-10-10 13:55
2530152597,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-38m2-venda-RS410000-id-2530152597/,Apartamento com Quarto à Venda/Aluguel 38m²,"Rua Princesa Isabel - Brooklin, São Paulo - SP",38,1 Quarto,1 Banheiro,-- Vaga,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...","R$ 1.800 /mês
R$ 410.000",R$ 850,Brooklin,2021-10-10 13:55
2533743915,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-20m2-venda-RS312049-id-2533743915/,"Apartamento com Quarto à Venda, 20m²","Rua Senador Milton Campos, 175 - Brooklin, São Paulo - SP",20,1 Quarto,1 Banheiro,-- Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 312.049,R$ 220,Brooklin,2021-10-10 13:55
2535788364,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-108m2-venda-RS1890000-id-2535788364/,Apartamento com 2 Quartos para Venda/Aluguel 108m²,"Rua Sansão Alves dos Santos, 343 - Brooklin, São Paulo - SP",108,2 Quartos,3 Banheiros,2 Vagas,"Piscina
Varanda
Academia
Ar-condicionado
Playground
...","R$ 10.500 /mês
R$ 1.890.000",R$ 1.576,Brooklin,2021-10-10 13:55
2529868858,https://www.vivareal.com.br/imovel/apartamento-4-quartos-brooklin-zona-sul-sao-paulo-com-garagem-148m2-venda-RS1600000-id-2529868858/,Apartamento com 4 Quartos para Venda/Aluguel 148m²,"Rua Guararapes, 75 - Brooklin, São Paulo - SP",148,4 Quartos,3 Banheiros,2 Vagas,"Piscina
Churrasqueira
Varanda
Ar-condicionado
Área de serviço
...","R$ 4.800 /mês
R$ 1.600.000",R$ 1.354,Brooklin,2021-10-10 13:55
2536625956,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-83m2-venda-RS1600000-id-2536625956/,"Apartamento com 2 Quartos à Venda, 83m²","Rua Michigan, 470 - Brooklin, São Paulo - SP",83,2 Quartos,1 Banheiro,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Quintal
...",R$ 1.600.000,R$ 950,Brooklin,2021-10-10 13:55
2529737648,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-108m2-venda-RS1268192-id-2529737648/,"Apartamento com 3 Quartos à Venda, 108m²","Brooklin, São Paulo - SP",108,3 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Varanda
Ar-condicionado
Área de serviço
...",R$ 1.268.192,,Brooklin,2021-10-10 13:55
https://www.vivareal.com.br/imoveis-lancamento/cadiz-2500865855,https://www.vivareal.com.br/imoveis-lancamento/cadiz-2500865855/,Cádiz,"Rua das Flechas, 601 - Jardim Prudência, São Paulo - SP",29,1 Quarto,1 Banheiro,1 Vaga,,R$ 229.000,,Brooklin,2021-10-10 13:55
2533894899,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-74m2-venda-RS850000-id-2533894899/,"Apartamento com 2 Quartos à Venda, 74m²","Rua Barão do Triunfo, 111 - Brooklin, São Paulo - SP",74,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Elevador
Condomínio fechado
Ar-condicionado
Salão de festas
...",R$ 850.000,R$ 1.200,Brooklin,2021-10-10 13:55
2535552035,https://www.vivareal.com.br/imovel/apartamento-4-quartos-brooklin-zona-sul-sao-paulo-com-garagem-197m2-venda-RS4000000-id-2535552035/,"Apartamento com 4 Quartos à Venda, 197m²","Rua Nova York, 161 - Brooklin, São Paulo - SP",197,4 Quartos,5 Banheiros,3 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 4.000.000,R$ 1.980,Brooklin,2021-10-10 13:55
2533973774,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-142m2-venda-RS1550000-id-2533973774/,"Apartamento com 2 Quartos à Venda, 142m²","Rua Joaquim Guarani, 485 - Brooklin, São Paulo - SP",142,2 Quartos,2 Banheiros,2 Vagas,"Piscina
Mobiliado
Elevador
Condomínio fechado
Varanda
...",R$ 1.550.000,R$ 750,Brooklin,2021-10-10 13:55
2532742474,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-62m2-venda-RS929900-id-2532742474/,"Apartamento com 2 Quartos à Venda, 62m²","Rua Soberana, 49 - Brooklin, São Paulo - SP",62,2 Quartos,2 Banheiros,2 Vagas,"Churrasqueira
Piscina
Interfone
Armário na cozinha
Varanda",R$ 929.900,R$ 880,Brooklin,2021-10-10 13:55
2530313477,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-69m2-venda-RS699000-id-2530313477/,"Apartamento com 2 Quartos à Venda, 69m²","Rua Getúlio Soares da Rocha - Brooklin, São Paulo - SP",69,2 Quartos,3 Banheiros,1 Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 699.000,R$ 700,Brooklin,2021-10-10 13:55
2518791601,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-25m2-venda-RS259000-id-2518791601/,"Apartamento com Quarto à Venda, 25m²","Rua Godói Colaço, 575 - Brooklin, São Paulo - SP",25,1 Quarto,1 Banheiro,-- Vaga,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...",R$ 259.000,R$ 1,Brooklin,2021-10-10 13:55
https://www.vivareal.com.br/imoveis-lancamento/cadiz-2527531412,https://www.vivareal.com.br/imoveis-lancamento/cadiz-2527531412/,Cadiz,"Rua das Flechas, 601 - Vila Santa Catarina, São Paulo - SP",29,1 Quarto,1 Banheiro,-- Vaga,,R$ 222.000,,Brooklin,2021-10-10 13:55
2511720581,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-112m2-venda-RS1320000-id-2511720581/,"Apartamento com 3 Quartos à Venda, 112m²","Avenida Portugal, 605 - Brooklin, São Paulo - SP",112,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",R$ 1.320.000,R$ 1.559,Brooklin,2021-10-10 13:55
2529215645,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-67m2-venda-RS995000-id-2529215645/,Apartamento com 2 Quartos para Venda/Aluguel 67m²,"Rua Michigan - Brooklin, São Paulo - SP",67,2 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...","R$ 4.200 /mês
R$ 995.000",R$ 800,Brooklin,2021-10-10 13:55
2533818378,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-59m2-venda-RS859900-id-2533818378/,"Apartamento com 2 Quartos à Venda, 59m²","Rua das Margaridas, 281 - Brooklin, São Paulo - SP",59,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Varanda
Ar-condicionado
Quadra poliesportiva
...",R$ 859.900,R$ 850,Brooklin,2021-10-10 13:55
2516018842,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-100m2-venda-RS1379000-id-2516018842/,"Apartamento com 3 Quartos à Venda, 100m²","Rua Getúlio Soares da Rocha, 135 - Brooklin, São Paulo - SP",100,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 1.379.000,R$ 800,Brooklin,2021-10-10 13:55
2537400078,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-116m2-venda-RS1300000-id-2537400078/,Apartamento com 3 Quartos para Venda/Aluguel 116m²,"Rua Barão do Triunfo - Brooklin, São Paulo - SP",116,3 Quartos,3 Banheiros,3 Vagas,"Academia
Piscina
Salão de festas
Jardim
Área de serviço","R$ 4.800 /mês
R$ 1.300.000",R$ 1.700,Brooklin,2021-10-10 13:55
2517257990,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-165m2-venda-RS2750000-id-2517257990/,Apartamento com 2 Quartos à Venda/Aluguel 165m²,"Rua Flórida, 1901 - Brooklin, São Paulo - SP",165,2 Quartos,3 Banheiros,2 Vagas,"Piscina
Mobiliado
Elevador
Condomínio fechado
Varanda
...","R$ 16.000 /mês
R$ 2.750.000",R$ 2.100,Brooklin,2021-10-10 13:55
https://www.vivareal.com.br/imoveis-lancamento/vila-mascote-2528355188,https://www.vivareal.com.br/imoveis-lancamento/vila-mascote-2528355188/,Vila Mascote,"Rua Carlo Carra, 635 - Vila Santa Catarina, São Paulo - SP",34-39,2 Quartos,1 Banheiro,-- Vaga,,"A partir de
R$ 175.000",,Brooklin,2021-10-10 13:55
2512793129,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-80m2-venda-RS950000-id-2512793129/,"Apartamento com 2 Quartos à Venda, 80m²","Rua Nova York, 609 - Brooklin, São Paulo - SP",80,2 Quartos,3 Banheiros,2 Vagas,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",R$ 950.000,R$ 800,Brooklin,2021-10-10 13:55
2488079426,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-189m2-venda-RS2499000-id-2488079426/,"Apartamento com 3 Quartos à Venda, 189m²","Rua Doutor José Áureo Bustamante, 301 - Brooklin, São Paulo - SP",189,3 Quartos,4 Banheiros,3 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 2.499.000,R$ 1.300,Brooklin,2021-10-10 13:55
2536685350,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-148m2-venda-RS1450000-id-2536685350/,Apartamento com 3 Quartos para Venda/Aluguel 148m²,"Rua Guararapes - Brooklin, São Paulo - SP",148,3 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Varanda
Academia
Área de serviço
...","R$ 4.500 /mês
R$ 1.450.000",R$ 1.450,Brooklin,2021-10-10 13:55
2500492598,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-57m2-venda-RS617448-id-2500492598/,"Apartamento com 2 Quartos à Venda, 57m²","Avenida Vereador José Diniz, 599 - Brooklin, São Paulo - SP",57,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 617.448,R$ 570,Brooklin,2021-10-10 13:55
2536413464,https://www.vivareal.com.br/imovel/apartamento-2-quartos-brooklin-zona-sul-sao-paulo-com-garagem-136m2-venda-RS1890000-id-2536413464/,"Apartamento com 2 Quartos à Venda, 136m²","Rua Pássaros e Flores, 223 - Brooklin, São Paulo - SP",136,2 Quartos,3 Banheiros,2 Vagas,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...",R$ 1.890.000,R$ 1.095,Brooklin,2021-10-10 13:55
2535283934,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-228m2-venda-RS2900000-id-2535283934/,"Apartamento com 3 Quartos à Venda, 228m²","Rua Indiana - Brooklin, São Paulo - SP",228,3 Quartos,5 Banheiros,3 Vagas,"Piscina
Varanda
Ar-condicionado
Área de serviço
Quadra poliesportiva
...",R$ 2.900.000,R$ 2.800,Brooklin,2021-10-10 13:55
https://www.vivareal.com.br/imoveis-lancamento/high-jd-prudencia-2445124921,https://www.vivareal.com.br/imoveis-lancamento/high-jd-prudencia-2445124921/,HIGH Jd. Prudência,"Rua das Flechas, 484 - Vila Santa Catarina, São Paulo - SP",81-269,2-4 Quartos,2-3 Banheiros,-- Vaga,,Sob Consulta,,Brooklin,2021-10-10 13:55
2518090797,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-157m2-venda-RS2200000-id-2518090797/,"Apartamento com 3 Quartos à Venda, 157m²","Rua Princesa Isabel, 1575 - Brooklin, São Paulo - SP",157,3 Quartos,4 Banheiros,3 Vagas,"Piscina
Elevador
Condomínio fechado
Varanda
Academia
...",R$ 2.200.000,R$ 1.600,Brooklin,2021-10-10 13:55
2521706290,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-29m2-venda-RS195000-id-2521706290/,"Apartamento com Quarto à Venda, 29m²","Rua Quintana, 934 - Brooklin, São Paulo - SP",29,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...",R$ 195.000,R$ 1,Brooklin,2021-10-10 13:55
2534370978,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-247m2-venda-RS2149000-id-2534370978/,"Apartamento com 3 Quartos à Venda, 247m²","Brooklin, São Paulo - SP",247,3 Quartos,5 Banheiros,4 Vagas,"Jardim
Piscina
Salão de festas
Closet
Lareira",R$ 2.149.000,R$ 2.345,Brooklin,2021-10-10 13:55
2488580908,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-179m2-venda-RS1640000-id-2488580908/,"Apartamento com 3 Quartos à Venda, 179m²","Rua Nova York, 822 - Brooklin, São Paulo - SP",179,3 Quartos,4 Banheiros,2 Vagas,"Elevador
Varanda
Academia
Jardim
Área de serviço
...",R$ 1.640.000,R$ 1.850,Brooklin,2021-10-10 13:55
2520519379,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-100m2-venda-RS1340000-id-2520519379/,"Apartamento com 3 Quartos à Venda, 100m²","Rua das Margaridas, 100 - Brooklin, São Paulo - SP",100,3 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 1.340.000,R$ 700,Brooklin,2021-10-10 13:55
2529083447,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-27m2-venda-RS290000-id-2529083447/,"Apartamento com Quarto à Venda, 27m²","Rua Abará, 43 - Brooklin, São Paulo - SP",27,1 Quarto,1 Banheiro,-- Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",R$ 290.000,R$ 280,Brooklin,2021-10-10 13:55
https://www.vivareal.com.br/imoveis-lancamento/raiz-sao-paulo-2531054677,https://www.vivareal.com.br/imoveis-lancamento/raiz-sao-paulo-2531054677/,Raíz São Paulo,"Rua Carlos Gomes, 924 - Santo Amaro, São Paulo - SP",66-108,2-4 Quartos,-- Banheiro,2-3 Vagas,,R$ 608.811,,Brooklin,2021-10-10 13:55
2527301210,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-66m2-venda-RS1250000-id-2527301210/,"Apartamento com Quarto à Venda, 66m²","Rua Kansas, 1700 - Brooklin, São Paulo - SP",66,1 Quarto,2 Banheiros,2 Vagas,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...",R$ 1.250.000,R$ 1.000,Brooklin,2021-10-10 13:55
2530652789,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-110m2-venda-RS1700000-id-2530652789/,"Apartamento com 3 Quartos à Venda, 110m²","Rua Sansão Alves dos Santos - Brooklin, São Paulo - SP",110,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Churrasqueira
Academia
Ar-condicionado
Playground
...",R$ 1.700.000,R$ 1.590,Brooklin,2021-10-10 13:55
2534644781,https://www.vivareal.com.br/imovel/apartamento-3-quartos-brooklin-zona-sul-sao-paulo-com-garagem-205m2-venda-RS4100000-id-2534644781/,"Apartamento com 3 Quartos à Venda, 205m²","Brooklin, São Paulo - SP",205,3 Quartos,4 Banheiros,3 Vagas,"Piscina
Churrasqueira
Elevador
Varanda
Academia
...",R$ 4.100.000,,Brooklin,2021-10-10 13:55
2520280267,https://www.vivareal.com.br/imovel/apartamento-1-quartos-brooklin-zona-sul-sao-paulo-com-garagem-41m2-venda-RS695000-id-2520280267/,"Apartamento com Quarto à Venda, 41m²","Avenida Santo Amaro - Brooklin, São Paulo - SP",41,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",R$ 695.000,R$ 700,Brooklin,2021-10-10 13:55
2519112995,https://www.vivareal.com.br/imovel/apartamento-4-quartos-brooklin-zona-sul-sao-paulo-201m2-venda-RS550000-id-2519112995/,"Apartamento com 4 Quartos à Venda, 201m²","Rua Cacilda Becker, 130 - Brooklin, São Paulo - SP",201,4 Quartos,2 Banheiros,-- Vaga,"Cozinha
Mobiliado
TV a cabo
Escritório
Área de serviço",R$ 550.000,R$ 200,Brooklin,2021-10-10 13:55
